customer_id,date,category,price,quantity,age,gender
11462,2020-04-20,Clothing,82,5,32,Female
43388,2020-05-14,Home,370,5,32,Female
43388,2020-12-02,Clothing,380,2,32,Female
43388,2022-04-20,Home,365,4,32,Female
43388,2020-09-15,Electronics,394,3,32,Female
43388,2023-07-07,Home,20,3,32,Female
43388,2022-01-20,Clothing,101,3,32,Female
43388,2021-08-09,Clothing,337,2,32,Female
43388,2022-02-27,Clothing,453,4,32,Female
39199,2022-01-24,Books,362,1,46,Male
39199,2023-03-18,Home,448,2,46,Male
39199,2022-08-20,Books,197,5,46,Male
39199,2020-07-25,Clothing,21,2,46,Male
39199,2021-12-04,Clothing,250,2,46,Male
3843,2021-04-03,Electronics,441,2,43,Male
3843,2022-02-12,Books,401,3,43,Male
3843,2020-03-10,Electronics,276,3,43,Male
3843,2020-05-16,Books,15,2,43,Male
3843,2022-02-11,Books,164,5,43,Male
49593,2022-12-19,Home,136,5,24,Male
49593,2021-05-21,Home,299,2,24,Male
49593,2022-01-08,Books,196,1,24,Male
49593,2021-05-01,Books,227,3,24,Male
49593,2022-10-03,Home,291,2,24,Male
49593,2022-04-03,Clothing,342,1,24,Male
49593,2021-12-12,Clothing,265,4,24,Male
49593,2022-03-31,Books,124,2,24,Male
49593,2021-11-27,Books,388,2,24,Male
49593,2022-12-16,Home,121,5,24,Male
49593,2021-05-19,Clothing,124,1,24,Male
49593,2022-08-17,Books,18,5,24,Male
34772,2020-11-30,Home,450,2,51,Male
34772,2020-08-18,Books,313,3,51,Male
34772,2021-12-10,Electronics,389,3,51,Male
34772,2022-11-30,Clothing,177,5,51,Male
34772,2022-07-26,Books,15,5,51,Male
34772,2020-10-02,Books,62,2,51,Male
34772,2020-01-02,Clothing,63,3,51,Male
34772,2020-06-29,Clothing,140,2,51,Male
47326,2023-01-24,Clothing,386,3,39,Male
47326,2022-08-25,Electronics,188,5,39,Male
47326,2020-08-08,Home,371,1,39,Male
47326,2023-06-23,Clothing,400,5,39,Male
47326,2023-04-03,Clothing,392,2,39,Male
47326,2021-10-14,Electronics,486,5,39,Male
24270,2021-03-01,Electronics,323,1,60,Male
24270,2020-01-25,Books,332,2,60,Male
24270,2022-10-28,Clothing,92,2,60,Male
24270,2023-05-14,Clothing,495,2,60,Male
24270,2023-06-19,Clothing,127,3,60,Male
25638,2022-11-13,Books,289,3,64,Female
25638,2021-01-30,Clothing,79,5,64,Female
25638,2023-02-02,Books,294,3,64,Female
25638,2021-07-12,Electronics,364,2,64,Female
25638,2021-12-18,Home,133,4,64,Female
44610,2022-12-21,Clothing,291,5,68,Male
44610,2023-05-08,Clothing,16,4,68,Male
44610,2021-01-04,Electronics,348,1,68,Male
44610,2021-11-19,Clothing,212,4,68,Male
44610,2022-10-08,Home,90,3,68,Male
44610,2020-05-30,Books,46,2,68,Male
42239,2022-01-27,Home,39,2,67,Male
42239,2023-02-15,Clothing,424,1,67,Male
42239,2023-02-07,Clothing,229,2,67,Male
42239,2020-03-04,Home,127,2,67,Male
42239,2020-04-26,Home,113,2,67,Male
42239,2020-10-25,Clothing,129,5,67,Male
36664,2021-03-06,Books,404,5,22,Female
36664,2020-04-09,Electronics,437,5,22,Female
36664,2020-11-11,Electronics,445,4,22,Female
36664,2023-07-19,Books,340,5,22,Female
36664,2020-12-23,Clothing,100,4,22,Female
36664,2020-03-28,Electronics,409,3,22,Female
36664,2021-04-21,Clothing,86,1,22,Female
36664,2022-09-16,Electronics,354,2,22,Female
36664,2022-12-03,Home,250,2,22,Female
23703,2022-07-07,Books,449,4,19,Female
23703,2021-04-18,Clothing,80,4,19,Female
23703,2020-02-18,Home,158,4,19,Female
23703,2020-11-30,Clothing,450,3,19,Female
6089,2020-11-28,Home,215,2,49,Male
6089,2020-01-24,Books,151,3,49,Male
6089,2022-01-10,Clothing,92,3,49,Male
6089,2023-05-23,Books,46,4,49,Male
6089,2022-05-27,Electronics,69,2,49,Male
6089,2020-10-04,Home,417,4,49,Male
6089,2021-02-14,Books,349,3,49,Male
6089,2022-02-17,Books,153,3,49,Male
6089,2021-06-13,Clothing,450,5,49,Male
6089,2020-09-21,Electronics,56,3,49,Male
34085,2020-06-20,Electronics,289,5,63,Male
34085,2021-01-31,Books,462,3,63,Male
34085,2021-03-21,Books,16,3,63,Male
34085,2022-11-27,Electronics,88,3,63,Male
34085,2022-05-17,Home,71,2,63,Male
43154,2020-08-04,Books,432,1,41,Female
43154,2022-09-26,Books,393,1,41,Female
43154,2020-06-14,Books,184,3,41,Female
43154,2022-01-30,Books,103,5,41,Female
43154,2022-12-07,Home,118,3,41,Female
24260,2020-10-09,Electronics,485,2,27,Male
24260,2021-08-13,Clothing,416,3,27,Male
24260,2021-02-15,Clothing,334,5,27,Male
24260,2020-09-17,Books,413,4,27,Male
24260,2022-09-21,Electronics,492,5,27,Male
24260,2020-12-14,Electronics,12,3,27,Male
24260,2021-05-27,Books,198,4,27,Male
24260,2022-06-11,Home,375,3,27,Male
24260,2020-06-18,Clothing,38,3,27,Male
24260,2021-10-01,Books,196,5,27,Male
24260,2021-11-22,Clothing,489,3,27,Male
24260,2021-03-15,Books,414,5,27,Male
15269,2023-08-23,Clothing,341,3,59,Female
15269,2021-12-01,Home,314,2,59,Female
15269,2021-12-14,Clothing,20,5,59,Female
15269,2022-10-25,Electronics,353,4,59,Female
15269,2021-07-23,Books,346,4,59,Female
15269,2021-11-09,Home,322,5,59,Female
15269,2022-10-04,Home,430,5,59,Female
5241,2021-04-17,Books,84,2,30,Male
5241,2021-10-10,Electronics,370,3,30,Male
5241,2021-11-15,Home,355,3,30,Male
5241,2022-09-02,Clothing,55,2,30,Male
5241,2022-08-01,Electronics,325,1,30,Male
3443,2020-01-13,Clothing,270,3,52,Female
3443,2020-12-19,Electronics,384,1,52,Female
3443,2021-01-05,Electronics,53,2,52,Female
3443,2020-09-11,Electronics,168,4,52,Female
3443,2023-05-15,Books,425,4,52,Female
3443,2021-05-04,Electronics,243,2,52,Female
3443,2020-06-04,Electronics,428,3,52,Female
3443,2021-02-13,Books,108,5,52,Female
3443,2021-02-13,Electronics,56,1,52,Female
47413,2022-03-06,Electronics,489,2,61,Male
47413,2023-01-03,Clothing,114,3,61,Male
47413,2022-02-23,Books,87,1,61,Male
47413,2021-01-09,Home,258,5,61,Male
47413,2022-06-17,Electronics,137,2,61,Male
47413,2023-02-09,Electronics,465,3,61,Male
47413,2023-08-12,Clothing,111,5,61,Male
47413,2022-05-29,Clothing,32,5,61,Male
39920,2022-10-06,Home,122,2,38,Female
39920,2023-07-28,Books,346,4,38,Female
39920,2020-03-05,Electronics,150,5,38,Female
39920,2020-10-20,Clothing,127,3,38,Female
39920,2022-04-06,Home,37,1,38,Female
39920,2021-06-28,Clothing,419,1,38,Female
39920,2020-05-08,Clothing,383,3,38,Female
39920,2021-12-29,Books,398,2,38,Female
45933,2023-02-04,Home,396,2,23,Female
45933,2021-08-19,Books,155,4,23,Female
45933,2021-05-19,Clothing,35,5,23,Female
45933,2021-04-15,Books,202,3,23,Female
45933,2020-03-11,Home,291,3,23,Female
45933,2022-10-21,Home,484,4,23,Female
45933,2020-01-28,Clothing,49,3,23,Female
8969,2023-03-07,Books,382,5,28,Female
8969,2022-04-01,Clothing,414,3,28,Female
44809,2020-11-11,Home,425,3,30,Male
44809,2022-07-22,Clothing,113,1,30,Male
44809,2022-03-27,Clothing,95,1,30,Male
44809,2022-08-21,Home,349,2,30,Male
44809,2022-08-29,Clothing,238,1,30,Male
44809,2020-03-21,Clothing,209,1,30,Male
6163,2020-09-21,Home,424,3,30,Male
6163,2022-06-30,Clothing,36,2,30,Male
6163,2023-02-04,Books,488,2,30,Male
6163,2022-03-01,Books,25,3,30,Male
6163,2023-04-25,Books,155,1,30,Male
2919,2022-11-23,Books,214,4,39,Male
2919,2021-11-05,Books,493,1,39,Male
2919,2020-01-31,Home,291,3,39,Male
2919,2023-01-01,Books,315,1,39,Male
2919,2020-04-04,Home,435,1,39,Male
2919,2022-08-28,Books,430,3,39,Male
2919,2021-12-02,Books,209,4,39,Male
2919,2021-10-23,Books,381,1,39,Male
2919,2020-07-02,Books,333,3,39,Male
2919,2021-08-20,Clothing,140,2,39,Male
33320,2022-05-17,Home,450,3,21,Male
33320,2021-06-07,Electronics,495,5,21,Male
33320,2022-09-13,Books,87,5,21,Male
33320,2020-03-31,Clothing,224,1,21,Male
33320,2020-07-05,Books,480,1,21,Male
33320,2020-09-20,Books,380,3,21,Male
33320,2023-07-31,Clothing,205,5,21,Male
33320,2021-12-30,Electronics,296,5,21,Male
33320,2021-06-12,Clothing,421,4,21,Male
33320,2020-05-26,Home,420,2,21,Male
19284,2023-06-19,Clothing,269,4,59,Female
19284,2022-04-16,Books,261,4,59,Female
19284,2022-01-14,Clothing,255,2,59,Female
19284,2021-05-06,Books,346,3,59,Female
19284,2022-07-02,Clothing,354,4,59,Female
38226,2020-02-12,Electronics,311,3,46,Female
38226,2021-02-22,Clothing,493,5,46,Female
38226,2020-07-06,Clothing,443,5,46,Female
38226,2021-09-22,Clothing,468,3,46,Female
38226,2021-06-19,Books,253,2,46,Female
38226,2021-11-30,Clothing,318,1,46,Female
7547,2021-12-03,Home,404,3,43,Male
7547,2020-02-26,Electronics,103,4,43,Male
7547,2023-03-02,Electronics,49,1,43,Male
7547,2020-02-19,Home,428,4,43,Male
7547,2023-01-14,Clothing,376,5,43,Male
7547,2020-05-23,Electronics,122,1,43,Male
7547,2022-04-29,Home,442,5,43,Male
7547,2021-04-20,Home,314,5,43,Male
7547,2021-12-11,Home,409,1,43,Male
18196,2022-10-13,Clothing,358,3,37,Male
18196,2023-06-12,Home,182,5,37,Male
18196,2022-03-05,Electronics,243,2,37,Male
18196,2020-09-02,Books,185,4,37,Male
18196,2023-05-24,Books,354,5,37,Male
18196,2023-07-10,Clothing,460,1,37,Male
14162,2020-04-08,Home,81,3,34,Male
14162,2020-12-13,Electronics,266,4,34,Male
14162,2023-02-03,Electronics,262,3,34,Male
14162,2022-06-14,Electronics,401,3,34,Male
14162,2020-03-24,Books,489,4,34,Male
14162,2021-06-06,Books,371,2,34,Male
8626,2023-03-08,Clothing,41,3,22,Male
8626,2020-09-08,Clothing,40,1,22,Male
8626,2022-01-06,Clothing,33,3,22,Male
8626,2020-11-05,Books,451,4,22,Male
8626,2023-07-06,Clothing,449,2,22,Male
8626,2020-03-13,Books,498,5,22,Male
8626,2022-01-10,Clothing,74,3,22,Male
8626,2021-06-02,Electronics,184,1,22,Male
28501,2023-07-28,Clothing,209,3,35,Male
28501,2020-11-12,Home,126,4,35,Male
28501,2022-05-21,Books,164,4,35,Male
28501,2020-04-28,Books,301,4,35,Male
28501,2021-02-02,Clothing,291,2,35,Male
28501,2020-07-12,Books,224,1,35,Male
29635,2023-03-08,Clothing,477,3,30,Male
29635,2021-04-11,Books,318,2,30,Male
29635,2021-03-22,Clothing,248,4,30,Male
29635,2020-12-31,Clothing,414,4,30,Male
23422,2022-07-29,Home,382,4,36,Male
23422,2023-06-18,Books,348,3,36,Male
23422,2022-02-04,Clothing,303,4,36,Male
23422,2020-11-17,Books,83,1,36,Male
23422,2020-10-15,Electronics,298,1,36,Male
23422,2021-01-05,Home,211,1,36,Male
23422,2023-02-10,Home,433,1,36,Male
23422,2021-04-12,Books,218,1,36,Male
23422,2021-03-18,Books,483,3,36,Male
23422,2023-04-24,Electronics,261,1,36,Male
46076,2023-03-09,Clothing,351,3,38,Male
46076,2023-07-23,Clothing,131,1,38,Male
46076,2020-05-30,Clothing,101,1,38,Male
46076,2022-03-17,Clothing,311,2,38,Male
46076,2022-03-12,Home,110,2,38,Male
46076,2022-08-02,Books,216,2,38,Male
46076,2020-10-21,Clothing,226,5,38,Male
46076,2020-07-19,Electronics,313,3,38,Male
13989,2020-07-31,Electronics,27,4,27,Female
13989,2022-10-07,Electronics,303,3,27,Female
13989,2022-02-01,Home,15,2,27,Female
13989,2020-07-10,Books,354,5,27,Female
13989,2020-08-26,Electronics,412,5,27,Female
32384,2020-12-05,Home,372,4,66,Female
32384,2020-12-21,Clothing,143,2,66,Female
32384,2022-10-25,Clothing,436,4,66,Female
32384,2022-03-22,Clothing,319,2,66,Female
32384,2022-09-03,Books,229,2,66,Female
32384,2020-05-30,Books,172,2,66,Female
32384,2023-03-17,Clothing,401,3,66,Female
32384,2022-10-18,Home,94,1,66,Female
37881,2022-10-18,Home,21,5,52,Female
37881,2020-01-25,Electronics,460,2,52,Female
37881,2023-04-28,Books,200,4,52,Female
37881,2020-08-18,Clothing,149,1,52,Female
37881,2023-06-01,Home,43,3,52,Female
27922,2023-08-22,Books,278,5,47,Male
27922,2022-05-26,Electronics,67,5,47,Male
27922,2021-02-05,Home,53,1,47,Male
27922,2021-03-28,Electronics,365,4,47,Male
27922,2021-01-07,Clothing,389,4,47,Male
27922,2022-10-17,Home,493,3,47,Male
35410,2021-09-06,Home,255,1,66,Male
35410,2020-12-12,Clothing,79,2,66,Male
35410,2022-09-17,Home,458,3,66,Male
35410,2022-11-10,Books,445,4,66,Male
35410,2021-06-16,Clothing,108,3,66,Male
35410,2022-12-18,Home,164,2,66,Male
35410,2021-05-09,Home,34,1,66,Male
35410,2021-03-05,Books,162,4,66,Male
14237,2022-10-26,Books,226,4,21,Female
14237,2021-08-10,Books,477,2,21,Female
14237,2021-05-18,Electronics,114,2,21,Female
14237,2023-08-18,Books,11,3,21,Female
14237,2020-09-10,Home,415,1,21,Female
14237,2020-01-10,Clothing,253,3,21,Female
14237,2023-08-09,Books,117,2,21,Female
14237,2020-06-14,Books,144,1,21,Female
14237,2021-06-17,Clothing,65,4,21,Female
40321,2022-02-08,Books,81,3,22,Male
40321,2023-07-08,Books,143,2,22,Male
40321,2023-05-22,Home,56,4,22,Male
40321,2023-07-25,Electronics,230,4,22,Male
40321,2022-04-15,Electronics,149,5,22,Male
35059,2023-01-06,Books,42,5,66,Male
35059,2020-02-01,Electronics,349,1,66,Male
35059,2020-04-20,Books,381,5,66,Male
35059,2021-03-30,Clothing,79,5,66,Male
35059,2022-09-07,Clothing,58,1,66,Male
10461,2022-11-29,Home,62,1,59,Male
10461,2020-02-02,Clothing,427,1,59,Male
10461,2023-08-16,Clothing,82,5,59,Male
10461,2022-03-12,Books,37,3,59,Male
10461,2021-04-09,Clothing,319,1,59,Male
10461,2022-06-23,Home,51,4,59,Male
10461,2022-07-15,Electronics,168,5,59,Male
10461,2022-11-12,Books,289,3,59,Male
24866,2023-03-07,Home,235,2,40,Female
24866,2020-08-21,Books,46,4,40,Female
24866,2020-07-29,Home,42,2,40,Female
24866,2022-12-13,Books,144,4,40,Female
24866,2023-05-05,Home,493,1,40,Female
2864,2022-08-07,Clothing,66,3,40,Female
2864,2020-11-05,Clothing,492,1,40,Female
2864,2023-04-22,Clothing,457,5,40,Female
2864,2020-03-17,Home,272,2,40,Female
48598,2020-01-29,Books,383,3,48,Female
48598,2022-02-16,Home,282,2,48,Female
48598,2021-09-04,Books,246,1,48,Female
48598,2020-10-08,Books,379,1,48,Female
48598,2022-07-06,Books,307,4,48,Female
48598,2020-09-14,Clothing,51,5,48,Female
48598,2021-08-26,Books,54,4,48,Female
30041,2020-07-09,Books,180,4,36,Male
30041,2022-07-21,Home,347,5,36,Male
30041,2022-11-18,Electronics,444,1,36,Male
30041,2021-10-29,Electronics,483,3,36,Male
18890,2023-08-02,Home,322,1,53,Male
18890,2022-06-17,Clothing,348,2,53,Male
18890,2021-03-02,Clothing,149,5,53,Male
18890,2020-12-09,Electronics,424,5,53,Male
18890,2021-04-25,Books,249,1,53,Male
25798,2020-08-06,Electronics,83,5,70,Female
25798,2022-02-12,Books,361,3,70,Female
25798,2023-03-02,Clothing,491,2,70,Female
25798,2020-10-27,Clothing,17,3,70,Female
25798,2022-12-26,Books,22,3,70,Female
25798,2020-10-08,Electronics,119,4,70,Female
25798,2020-05-20,Clothing,315,1,70,Female
25798,2020-04-04,Home,300,5,70,Female
19511,2022-06-04,Books,259,5,39,Male
19511,2020-08-13,Electronics,14,5,39,Male
19511,2023-07-15,Home,217,2,39,Male
19511,2022-09-13,Books,313,4,39,Male
19511,2022-09-08,Clothing,122,3,39,Male
19511,2022-01-16,Clothing,12,5,39,Male
44616,2020-12-18,Books,83,5,51,Female
44616,2020-12-09,Books,263,4,51,Female
2935,2022-04-14,Books,89,5,52,Female
2935,2020-08-24,Home,238,3,52,Female
2935,2023-07-08,Electronics,224,3,52,Female
47245,2020-09-15,Books,50,1,65,Female
47245,2021-04-08,Home,495,1,65,Female
47245,2023-05-05,Books,478,4,65,Female
47245,2021-01-06,Books,412,1,65,Female
47245,2022-07-05,Books,266,2,65,Female
1350,2020-09-25,Home,309,2,46,Male
1350,2022-01-21,Clothing,127,5,46,Male
1350,2021-01-13,Books,389,4,46,Male
1350,2023-05-06,Clothing,62,1,46,Male
1350,2020-09-12,Clothing,18,1,46,Male
1350,2022-04-20,Home,363,3,46,Male
20370,2023-04-12,Clothing,300,2,34,Female
20370,2022-04-26,Electronics,362,5,34,Female
15574,2021-10-15,Clothing,68,5,60,Male
15574,2021-12-23,Electronics,457,5,60,Male
15574,2022-10-02,Clothing,214,2,60,Male
15574,2022-05-21,Clothing,349,4,60,Male
15574,2023-04-20,Books,31,3,60,Male
15574,2022-03-18,Electronics,64,4,60,Male
15574,2023-07-16,Home,77,4,60,Male
15574,2023-02-08,Books,65,4,60,Male
556,2021-08-15,Clothing,49,4,28,Female
556,2020-08-18,Books,24,5,28,Female
556,2020-07-16,Books,319,4,28,Female
556,2022-07-10,Electronics,463,3,28,Female
556,2022-03-06,Home,461,2,28,Female
556,2020-12-01,Electronics,55,1,28,Female
727,2023-01-31,Electronics,168,4,21,Male
727,2020-08-18,Books,226,5,21,Male
727,2022-11-03,Home,489,2,21,Male
18972,2020-01-10,Electronics,232,5,70,Male
18972,2021-04-01,Clothing,490,2,70,Male
18972,2022-02-28,Electronics,359,5,70,Male
18972,2021-05-04,Home,394,5,70,Male
20592,2021-05-28,Electronics,329,4,28,Male
20592,2022-08-11,Books,119,3,28,Male
20592,2022-05-06,Home,35,4,28,Male
20592,2021-08-11,Clothing,443,1,28,Male
20592,2020-02-13,Books,165,3,28,Male
20592,2023-04-18,Clothing,368,2,28,Male
20592,2022-06-10,Clothing,15,5,28,Male
20592,2022-05-16,Electronics,228,4,28,Male
20592,2022-09-11,Electronics,101,3,28,Male
20592,2022-06-20,Home,116,1,28,Male
10687,2021-07-27,Books,394,3,59,Female
10687,2020-08-08,Clothing,242,3,59,Female
10687,2020-04-06,Clothing,448,4,59,Female
10687,2023-02-06,Electronics,167,3,59,Female
10687,2022-10-12,Home,454,5,59,Female
22131,2020-05-09,Books,110,1,52,Female
22131,2020-03-16,Books,334,2,52,Female
22131,2021-09-07,Electronics,299,2,52,Female
22131,2023-07-09,Books,412,4,52,Female
22131,2021-06-23,Books,462,3,52,Female
22131,2020-09-29,Home,290,3,52,Female
22131,2021-10-14,Clothing,70,2,52,Female
22131,2023-07-15,Clothing,357,1,52,Female
22131,2022-09-01,Clothing,61,3,52,Female
22131,2021-01-15,Electronics,183,5,52,Female
22131,2023-06-30,Clothing,299,2,52,Female
29460,2023-05-19,Clothing,285,1,34,Female
29460,2021-07-23,Electronics,243,4,34,Female
7896,2022-02-11,Home,320,4,66,Male
7896,2023-06-11,Books,302,3,66,Male
7896,2023-03-08,Books,243,3,66,Male
7896,2023-06-14,Clothing,418,5,66,Male
7896,2021-06-07,Books,82,3,66,Male
7896,2022-09-19,Electronics,184,2,66,Male
5978,2020-11-03,Home,129,1,28,Male
5978,2022-12-18,Electronics,398,4,28,Male
5978,2021-11-28,Clothing,191,4,28,Male
5978,2021-07-28,Clothing,302,5,28,Male
5978,2021-04-20,Clothing,170,1,28,Male
5978,2020-07-08,Electronics,341,1,28,Male
3576,2020-05-10,Clothing,219,2,30,Male
3576,2022-08-07,Home,396,1,30,Male
3576,2022-08-13,Electronics,123,3,30,Male
3576,2021-10-06,Home,174,4,30,Male
3576,2020-11-13,Home,93,4,30,Male
3576,2022-02-18,Home,158,2,30,Male
3576,2021-06-08,Books,236,3,30,Male
3576,2021-01-25,Clothing,160,1,30,Male
3576,2023-01-15,Books,202,4,30,Male
3576,2021-01-28,Electronics,469,2,30,Male
3576,2022-03-05,Clothing,482,4,30,Male
3576,2022-01-06,Books,260,3,30,Male
3576,2022-07-03,Clothing,210,1,30,Male
3576,2022-01-14,Books,181,4,30,Male
3254,2021-07-17,Electronics,383,3,27,Male
3254,2022-11-07,Electronics,305,5,27,Male
3254,2021-10-25,Electronics,478,5,27,Male
3254,2023-05-07,Books,442,4,27,Male
3254,2022-06-01,Books,294,1,27,Male
26881,2021-06-07,Home,350,1,63,Male
26881,2022-01-08,Clothing,87,3,63,Male
26881,2022-12-31,Home,285,4,63,Male
26881,2021-01-21,Electronics,363,2,63,Male
26881,2021-12-03,Electronics,477,3,63,Male
29089,2020-01-08,Clothing,485,5,68,Female
29089,2021-07-04,Home,94,5,68,Female
29089,2020-01-23,Clothing,350,3,68,Female
29089,2021-02-17,Books,187,2,68,Female
29089,2021-08-28,Electronics,486,4,68,Female
29089,2021-11-24,Clothing,59,1,68,Female
29089,2022-06-13,Home,67,5,68,Female
6717,2022-01-17,Clothing,70,2,56,Female
6717,2020-07-18,Clothing,419,1,56,Female
6717,2023-08-27,Books,178,2,56,Female
6717,2021-03-09,Clothing,102,4,56,Female
6717,2022-12-14,Books,57,3,56,Female
9575,2021-04-23,Home,332,1,44,Male
9575,2020-01-20,Clothing,236,2,44,Male
9575,2022-09-13,Home,482,3,44,Male
9575,2021-07-15,Books,235,2,44,Male
9575,2022-06-18,Clothing,16,1,44,Male
9575,2020-01-07,Books,261,2,44,Male
9575,2020-12-06,Home,263,4,44,Male
9575,2020-08-17,Clothing,134,3,44,Male
9575,2020-10-11,Electronics,263,2,44,Male
9575,2021-06-13,Home,95,2,44,Male
5684,2020-03-16,Clothing,380,1,68,Male
5684,2020-12-22,Clothing,172,4,68,Male
5684,2022-05-21,Books,146,2,68,Male
5684,2023-07-03,Books,450,2,68,Male
5684,2021-10-07,Books,148,5,68,Male
5684,2023-07-19,Books,24,3,68,Male
5684,2022-03-26,Clothing,425,5,68,Male
48873,2020-09-02,Home,304,4,49,Female
48873,2021-08-27,Home,358,4,49,Female
48873,2020-10-25,Electronics,354,1,49,Female
38623,2022-09-02,Clothing,377,1,19,Female
38623,2022-03-04,Books,340,3,19,Female
38623,2021-10-26,Books,82,4,19,Female
38623,2021-09-26,Electronics,94,4,19,Female
38623,2021-10-23,Clothing,412,4,19,Female
8370,2021-05-06,Electronics,82,5,42,Male
8370,2021-01-12,Clothing,343,5,42,Male
8370,2022-03-19,Books,156,2,42,Male
8370,2021-06-23,Home,393,2,42,Male
8370,2023-01-07,Books,282,5,42,Male
41085,2023-08-16,Books,328,4,66,Female
41085,2023-05-01,Books,182,5,66,Female
41085,2023-04-20,Books,377,4,66,Female
41085,2023-04-24,Home,261,3,66,Female
41085,2020-07-05,Clothing,395,3,66,Female
30759,2020-02-04,Home,380,5,36,Female
30759,2020-05-09,Clothing,445,4,36,Female
30759,2022-04-25,Home,125,3,36,Female
30759,2021-11-24,Electronics,500,5,36,Female
30759,2022-03-16,Home,88,1,36,Female
18314,2021-02-12,Clothing,205,3,45,Female
18314,2020-02-07,Books,241,4,45,Female
18314,2022-07-05,Clothing,389,5,45,Female
18314,2021-04-21,Electronics,273,2,45,Female
18314,2022-11-15,Clothing,461,1,45,Female
18314,2020-01-05,Electronics,26,2,45,Female
18314,2023-06-15,Clothing,384,1,45,Female
18314,2021-07-15,Home,258,4,45,Female
11509,2022-05-20,Books,254,3,52,Male
11509,2021-08-25,Books,228,5,52,Male
11509,2022-08-23,Electronics,52,5,52,Male
11509,2022-01-13,Books,470,1,52,Male
11509,2022-02-24,Electronics,436,3,52,Male
11509,2022-02-17,Clothing,304,2,52,Male
11509,2021-07-01,Home,485,1,52,Male
4939,2021-05-23,Home,11,1,39,Male
4939,2022-03-30,Books,22,4,39,Male
4939,2022-12-14,Books,162,2,39,Male
4939,2020-07-05,Home,205,4,39,Male
19235,2023-08-04,Clothing,340,4,33,Male
19235,2021-06-30,Electronics,274,4,33,Male
19235,2023-06-22,Electronics,348,2,33,Male
19235,2023-08-18,Clothing,110,3,33,Male
30410,2022-01-04,Clothing,179,2,20,Male
30410,2023-03-12,Books,118,4,20,Male
30410,2022-07-24,Electronics,259,1,20,Male
30410,2021-06-01,Electronics,383,1,20,Male
30410,2021-01-10,Books,346,1,20,Male
30410,2021-09-30,Books,379,2,20,Male
30410,2021-03-03,Clothing,261,5,20,Male
17603,2022-06-15,Home,221,1,47,Male
17603,2020-12-26,Clothing,410,5,47,Male
17603,2021-06-17,Electronics,306,3,47,Male
17603,2021-11-06,Books,201,4,47,Male
17603,2020-01-05,Books,363,3,47,Male
17603,2021-03-03,Electronics,97,1,47,Male
43249,2022-12-09,Books,355,4,70,Male
43249,2020-07-04,Clothing,103,1,70,Male
43249,2020-11-07,Electronics,227,5,70,Male
3211,2022-03-21,Books,395,1,30,Female
3211,2022-08-12,Home,229,2,30,Female
3211,2020-01-12,Books,106,5,30,Female
3211,2023-05-03,Electronics,250,2,30,Female
3211,2023-09-10,Books,237,3,30,Female
3211,2021-04-11,Books,400,4,30,Female
3211,2022-09-29,Electronics,438,4,30,Female
